name,catalognumber,price,inInventory,picture,description,category,Wysokość,Szerokość,Specyfikacja
Lampa wisząca Kedros 62144NB/B/W - ONE Light,62144NB/B/W,1585.00,10,https://polskielampy.pl/images/ONELIGHT/mini/450px_62144NB-B.jpg,62144NB/B/W lampa wisząca LED 3000K 50W czarna; zasilacz 1200mA w zestawie,LAMPY WISZĄCE RINGI LED,120 cm,61 cm,Materiał:Metal   Kolor:Czarny   Trzonek:Moduł LED   Moc żarówkiL48W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Lampa wisząca Kedros 62144NB/BBS/W - ONE Light,62144NB/BBS/W,1730.00,10,https://polskielampy.pl/images/ONELIGHT/mini/450px_62144NB-BBS.jpg,62144NB/BBS/W lampa wisząca LED 3000K 50W matowy mosiądz; zasilacz 1200mA w zestawie,LAMPY WISZĄCE RINGI LED,120 cm,61 cm,Materiał:Metal   Kolor:Mosiądz   Trzonek:Moduł LED   Moc żarówkiL48W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Lampa wisząca Kedros 62144NB/W/W - ONE Light,62144NB/W/W,1585.00,10,https://polskielampy.pl/images/ONELIGHT/mini/450px_62144NB-W.jpg,62144NB/W/W lampa wisząca LED 3000K 50W biała; zasilacz 1200mA w zestawie,LAMPY WISZĄCE RINGI LED,120 cm,61 cm,Materiał:Metal   Kolor:Biały   Trzonek:Moduł LED   Moc żarówkiL48W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Lampa wisząca KLINE - KLINE-2CH - ENDON,KLINE-2CH/END,1381.00,10,https://polskielampy.pl/images//CUBI/2017/mini/450px_KLINE-2CH.jpg,"Lampa wisząca KLINE - KLINE-2CHto połączenie innowacyjnego pomysłu z nowoczesną formą i precyzyjnym wykończeniem. Niebywale ceniony, brytyjski producentEndonoferuje profesjonalne wykonanie i najlepszą jakość z oryginalnym stylem. Wyjątkowa forma nie jest tylko źródłem światła, ale także przyciągającą uwagę dekoracją wnętrza. Zintegrowane źródło światła typu LED gwarantuje niezwykle efektowne oświetlenie i energooszczędność. Lampa wiszącaKlinedoskonale sprawdzi się w przestrzeni domowej czy komercyjnej.",LAMPY WISZĄCE RINGI LED,125 cm,45 cm,Materiał:Metal   Kolor:Chrom   Trzonek:Moduł LED   Moc żarówkiL21W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Lampa wisząca KLINE - KLINE-3CH - ENDON,KLINE-3CH/END,2259.00,10,https://polskielampy.pl/images//CUBI/2017/mini/450px_KLINE-3CH.jpg,"Lampa wisząca KLINE - KLINE-3CHto połączenie innowacyjnego pomysłu z nowoczesną formą i precyzyjnym wykończeniem. Niebywale ceniony, brytyjski producentEndonoferuje profesjonalne wykonanie i najlepszą jakość z oryginalnym stylem.Wyjątkowa forma nie jest tylko źródłem światła, ale także przyciągającą uwagę dekoracją wnętrza.Zintegrowane źródło światła typu LED gwarantuje niezwykle efektowne oświetlenie i energooszczędność. Lampa wiszącaKlinedoskonale sprawdzi się w przestrzeni domowej czy komercyjnej.",LAMPY WISZĄCE RINGI LED,125 cm,60 cm,Materiał:Metal   Kolor:Chrom   Trzonek:Moduł LED   Moc żarówkiL36W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
"Lampa wisząca MEDO 90 RING , biała, 3000K SMD LED, z zasilaczem 133851 - SLV",133851/SLV,3019.00,10,https://polskielampy.pl/images/SPOTLINE/mini/450px_SLV_133851_1_H_RGB.jpg,"Lampa wisząca MEDO 90 RING , biała, 3000K SMD LED, z zasilaczem 133851 - Spotline / SLV Lampa wisząca idealnie nadaje się do biur oraz powierzchni komercyjni.",LAMPY WISZĄCE RINGI LED,8 cm,90 cm,Materiał:Metal   Kolor:Biały   Trzonek:   Moc żarówkiL   Napięcie zasilaniaL230V   Ilość żarówekL Kompatybilna z LEDL   Źródło światła w komplecieLNie   Klasa szczelnościL
"Lampa wisząca MEDO Ring PRO 90 RING wisząca, czarna, LED 133850 - SLV",133850/SLV,3019.00,4,https://polskielampy.pl/images/SPOTLINE/mini/450px_SLV_133850_1_H_RGB.jpg,"Lampa wisząca MEDO Ring PRO 90 RING wisząca, czarna, LED 133850 - Spotline / SLV Lampa wisząca idealnie nadaje się do biur oraz powierzchni komercyjni.",LAMPY WISZĄCE RINGI LED,8 cm,90 cm,Materiał:Metal   Kolor:Czarny   Trzonek:   Moc żarówkiL   Napięcie zasilaniaL230V   Ilość żarówekL Kompatybilna z LEDL   Źródło światła w komplecieL   Klasa szczelnościL
Lampa wisząca ONE 60 DALI  1002909  - Spotline,1002909/SLV,1434.00,10,https://polskielampy.pl/images/SPOTLINE/mini/450px_slv_1002909_1_h_rgb.jpg,"Lampa wisząca ONE 60 DALI 1002909 - Spotline, cechuje się nowoczesnością, a zarazem klasyka i precyzyjnym wykończeniem. Idealnie sprawdzi się w przestrzeniach domowych lub biurowych.",LAMPY WISZĄCE RINGI LED,157 cm,60 cm,Materiał:Metal   Kolor:Czarny   Trzonek:Moduł LED   Moc żarówkiL25W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Lampa wisząca ONE 60 DALI  1002910  - Spotline,1002910/SLV,1434.00,10,https://polskielampy.pl/images/SPOTLINE/mini/450px_slv_1002910_1_h_rgb.jpg,"Lampa wisząca ONE 60 DALI 1002910 - Spotline, cechuje się nowoczesnością, a zarazem klasyka i precyzyjnym wykończeniem. Idealnie sprawdzi się w przestrzeniach domowych lub biurowych.",LAMPY WISZĄCE RINGI LED,157 cm,60 cm,Materiał:Metal   Kolor:Biały   Trzonek:Moduł LED   Moc żarówkiL25W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
"Lampa wisząca ONE 60 PD DALI UP/DOWN, 3000/4000K 1004762  - Spotline",1004762/SLV,1856.00,10,https://polskielampy.pl/images/SPOTLINE/mini/450px_slv_1004762_1_h_rgb.jpg,"Lampa wisząca ONE 60 PD DALI UP/DOWN, 3000/4000K 1004762  - Spotline",LAMPY WISZĄCE RINGI LED,300 cm,60 cm,Materiał:Metal   Kolor:Biały   Trzonek:Moduł LED   Moc żarówkiL25W   Napięcie zasilaniaL230V   Ilość żarówekL Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Lampa wisząca ONE 80 DALI  1002912  - Spotline,1002912/SLV,1635.00,10,https://polskielampy.pl/images/SPOTLINE/mini/450px_slv_1002912_1_h_rgb.jpg,Lampa wisząca ONE 80 DALI  1002912  - Spotline,LAMPY WISZĄCE RINGI LED,157 cm,80 cm,Materiał:Metal   Kolor:Biały   Trzonek:Moduł LED   Moc żarówkiL35W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Lampa Wisząca ONE DOUBLE PD DALI UP/DOWN 3000/4000K 1004768  - Spotline,1004768/SLV,3871.00,10,https://polskielampy.pl/images/SPOTLINE/mini/450px_slv_1004768_1_h_rgb.jpg,"Lampa Wisząca ONE DOUBLE PD DALI UP/DOWN 3000/4000K 1004768 - Spotline, cechuje się nowoczesnością, a zarazem klasyka i precyzyjnym wykończeniem. Idealnie sprawdzi się w przestrzeniach domowych lub biurowych.",LAMPY WISZĄCE RINGI LED,300 cm,80 cm,Materiał:Metal   Kolor:Biały   Trzonek:Moduł LED   Moc żarówkiL55W   Napięcie zasilaniaL230V   Ilość żarówekL Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Lampa wisząca ONE DOUBLE PD PHASE UP/DOWN 2700/3000K 1004766  - Spotline,1004766/SLV,2836.00,10,https://polskielampy.pl/images/SPOTLINE/mini/450px_slv_1004766_1_h_rgb.jpg,"Lampa wisząca ONE DOUBLE PD PHASE UP/DOWN 2700/3000K 1004766 - Spotline, cechuje się nowoczesnością, a zarazem klasyka i precyzyjnym wykończeniem. Idealnie sprawdzi się w przestrzeniach domowych lub biurowych.",LAMPY WISZĄCE RINGI LED,180 cm,60 cm,Materiał:Metal   Kolor:Biały   Trzonek:Moduł LED   Moc żarówkiL35W   Napięcie zasilaniaL230V   Ilość żarówekL Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Lampa wisząca ONE TRIPLE DALI 1002913  - Spotline,1002913/SLV,3871.00,10,https://polskielampy.pl/images/SPOTLINE/mini/450px_slv_1002913_1_h_rgb.jpg,"Lampa wisząca ONE TRIPLE DALI 1002913 - Spotline, cechuje się nowoczesnością, a zarazem klasyka i precyzyjnym wykończeniem. Idealnie sprawdzi się w przestrzeniach domowych lub biurowych.",LAMPY WISZĄCE RINGI LED,158 cm,80 cm,Materiał:Metal   Kolor:Czarny   Trzonek:Moduł LED   Moc żarówkiL65W   Napięcie zasilaniaL230V   Ilość żarówekL3 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Lampa zwis ALIKANTE II CR MD1372-14CH Auhilon,MD1372-14CH,179.10,10,https://polskielampy.pl/images/DECOLIGHT/2018/mini/450px_MD1372-14CH.jpg,"Lampy Deco Light to doskonała propozycja dla wszystkich nowoczesnych wnętrz, urządzonych z smakiem. Lampy Deco Light to zbiór ciekawych modernistycznych modeli lamp. Wśród kolekcji lamp Deco Light znajdują się nowoczesne lampy LED, lampy industrialne oraz techniczne oprawy sufitowe oraz kinkiety. W przypadku lamp wyposażonych LED gwarancja na moduł wynosi aż 3 lata ! Po okresie trzech lat, producent zapewnia serwis pogwarancyjny. Zapraszamy do skorzystania z wspaniałej oferty lamp Deco Light.",LAMPY WISZĄCE STYLOWE,120 cm,10 cm,Materiał:Metal   Kolor:Chrom   Trzonek:Moduł LED   Moc żarówkiL14W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Lampa zwis ALIKANTE IV RG MD1372-28RG Auhilon,MD1372-28RG,327.80,8,https://polskielampy.pl/images/DECOLIGHT/2018/mini/450px_MD1372-28RG.jpg,"Lampy Deco Light to doskonała propozycja dla wszystkich nowoczesnych wnętrz, urządzonych z smakiem. Lampy Deco Light to zbiór ciekawych modernistycznych modeli lamp. Wśród kolekcji lamp Deco Light znajdują się nowoczesne lampy LED, lampy industrialne oraz techniczne oprawy sufitowe oraz kinkiety. W przypadku lamp wyposażonych LED gwarancja na moduł wynosi aż 3 lata ! Po okresie trzech lat, producent zapewnia serwis pogwarancyjny. Zapraszamy do skorzystania z wspaniałej oferty lamp Deco Light.",LAMPY WISZĄCE STYLOWE,120 cm,15 cm,Materiał:Metal   Kolor:Miedziany   Trzonek:Moduł LED   Moc żarówkiL28W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Lampa wisząca PISTA L99832-1 -Zuma Line,003064-001278,249.00,10,https://polskielampy.pl/images/ZumaLine/2017/mini/450px_L99832-1.jpg,Lampa wisząca PISTA to połączenie minimalistycznego designu z nowoczesnym i niepowtarzalnym charakterem. Ciekawy kształt dodaje niesamowitego efektu wizualnego. Stelaż lampy został wykonany z chromowanego metalu wygięty w łuk wzdłuż którego zainstalowano zintegrowane paski LED. Doskonała propozycji dla wnętrz urządzonych w stylu nowoczesnym.,LAMPY WISZĄCE STYLOWE,120 cm,120 cm,Materiał:Metal   Kolor:Chrom   Trzonek:Moduł LED   Moc żarówkiL15W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Lampa wisząca RIANO P0454-08C-SDGF - Zuma Line,003064-003547,999.00,10,https://polskielampy.pl/images/ZumaLine/2018/mini/450px_P0454-08C-SDGF.jpg,Lampa wisząca RIANO to połączenie niestandardowego designu z niezwykłą dbałością o szczegóły. Oryginalny kształt dodaje niezwykłej elegancji.Nietypowe i interesujące wzornictwo doskonale spełni funkcję wyjątkowej ozdoby. Ten rodzaj wyjątkowo i klimatycznie rozproszy światło w każdym wnętrzu.Lampa podkreśla nowoczesny charakter pomieszczenia.Idealnie sprawdzi się w aranżacjach modernistycznych lub minimalistycznych.,LAMPY WISZĄCE STYLOWE,112 cm,69 cm,Materiał:Szkło   Kolor:Złoty   Trzonek:G9   Moc żarówkiL42W   Napięcie zasilaniaL230V   Ilość żarówekL8 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Lampa wisząca RIANO PENDANT P0454-12C-SDGF- Zuma Line,003064-003499,1399.00,10,https://polskielampy.pl/images/ZumaLine/2018/mini/450px_P0454-12C-SDGF.jpg,Lampa wisząca RIANO to połączenie niestandardowego designu z niezwykłą dbałością o szczegóły. Oryginalny kształt dodaje niezwykłej elegancji. Nietypowe i interesujące wzornictwo doskonale spełni funkcję wyjątkowej ozdoby. Ten rodzaj wyjątkowo i klimatycznie rozproszy światło w każdym wnętrzu. Lampa podkreśla nowoczesny charakter pomieszczenia. Idealnie nada się jako centralne oświetlenie salonu czy sypialni.,LAMPY WISZĄCE STYLOWE,112 cm,70 cm,Materiał:Szkło   Kolor:Złoty   Trzonek:G9   Moc żarówkiL42W   Napięcie zasilaniaL230V   Ilość żarówekL12 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Lampa wisząca RIANO PENDANTP0454-08D-SDAC- Zuma Line,003064-003540,1449.00,10,https://polskielampy.pl/images/ZumaLine/2018/mini/450px_P0454-08D-SDAC.jpg,Lampa wisząca RIANO to połączenie niestandardowego designu z niezwykłą dbałością o szczegóły. Oryginalny kształt dodaje niezwykłej elegancji. Nietypowe i interesujące wzornictwo doskonale spełni funkcję wyjątkowej ozdoby. Ten rodzaj wyjątkowo i klimatycznie rozproszy światło w każdym wnętrzu. Lampa podkreśla nowoczesny charakter pomieszczenia. Połączenie koloru złotego z czarnym dodaje klasycznej elegancji. Idealnie nada się jako centralne oświetlenie salonu czy sypialni.,LAMPY WISZĄCE STYLOWE,123 cm,76 cm,Materiał:Szkło   Kolor:Złoty   Trzonek:E27   Moc żarówkiL40W   Napięcie zasilaniaL230V   Ilość żarówekL8 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Lampa wisząca CHALET SP12 113975 -Ideal Lux,113975/IL,5437.40,10,https://polskielampy.pl/images//lampy/IdealLux/2018/mini/450px_113975_1.jpg,"IDEAL LUX to włoski producent lamp najwyższej jakości. Polecamy lampy IDEAL LUX wszystkim ceniącym sobie najwyższą jakość wykonania i najlepsze materiały. Tradycyjny włoski design w połączeniu z najnowszymi technologiami to główne cechy lamp IDEAL LUX. W ofercie lamp IDEAL LUX możemy znaleźć piękne lampy kryształowe, żyrandole klasyczne i abażurowe, lampy stołowe jak również serie oświetlenia ogrodowego: kinkiety, lampy wiszące, stojące oraz latarnie.",LAMPY WISZĄCE STYLOWE,170 cm,100 cm,Materiał:Drewno   Kolor:Brązowy   Trzonek:E14   Moc żarówkiL40W   Napięcie zasilaniaL230V   Ilość żarówekL12 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Lampa wisząca CHALET SP6 115498 -Ideal Lux,115498/IL,3398.40,10,https://polskielampy.pl/images//lampy/IdealLux/2018/mini/450px_115498_1.jpg,"IDEAL LUX to włoski producent lamp najwyższej jakości. Polecamy lampy IDEAL LUX wszystkim ceniącym sobie najwyższą jakość wykonania i najlepsze materiały. Tradycyjny włoski design w połączeniu z najnowszymi technologiami to główne cechy lamp IDEAL LUX. W ofercie lamp IDEAL LUX możemy znaleźć piękne lampy kryształowe, żyrandole klasyczne i abażurowe, lampy stołowe jak również serie oświetlenia ogrodowego: kinkiety, lampy wiszące, stojące oraz latarnie.",LAMPY WISZĄCE STYLOWE,130 cm,67 cm,Materiał:Drewno   Kolor:Brązowy   Trzonek:E14   Moc żarówkiL40W   Napięcie zasilaniaL230V   Ilość żarówekL6 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Lampa wisząca CHALET SP8 115504 -Ideal Lux,115504/IL,4127.50,10,https://polskielampy.pl/images//lampy/IdealLux/2018/mini/450px_115504_1.jpg,"IDEAL LUX to włoski producent lamp najwyższej jakości. Polecamy lampy IDEAL LUX wszystkim ceniącym sobie najwyższą jakość wykonania i najlepsze materiały. Tradycyjny włoski design w połączeniu z najnowszymi technologiami to główne cechy lamp IDEAL LUX. W ofercie lamp IDEAL LUX możemy znaleźć piękne lampy kryształowe, żyrandole klasyczne i abażurowe, lampy stołowe jak również serie oświetlenia ogrodowego: kinkiety, lampy wiszące, stojące oraz latarnie.",LAMPY WISZĄCE STYLOWE,140 cm,91 cm,Materiał:Drewno   Kolor:Brązowy   Trzonek:E14   Moc żarówkiL40W   Napięcie zasilaniaL230V   Ilość żarówekL8 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Lampa wisząca DISCO SP1 BIANCO 103723 -Ideal Lux,103723/IL,1303.70,10,https://polskielampy.pl/images//lampy/IdealLux/2018/mini/450px_103723_1.jpg,"IDEAL LUX to włoski producent lamp najwyższej jakości. Polecamy lampy IDEAL LUX wszystkim ceniącym sobie najwyższą jakość wykonania i najlepsze materiały. Tradycyjny włoski design w połączeniu z najnowszymi technologiami to główne cechy lamp IDEAL LUX. W ofercie lamp IDEAL LUX możemy znaleźć piękne lampy kryształowe, żyrandole klasyczne i abażurowe, lampy stołowe jak również serie oświetlenia ogrodowego: kinkiety, lampy wiszące, stojące oraz latarnie.",LAMPY WISZĄCE STYLOWE,118 cm,46 cm,Materiał:Metal   Kolor:Biały   Trzonek:E27   Moc żarówkiL60W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Lampa wisząca DISCO SP1 LEGNO 138275 -Ideal Lux,138275/IL,1081.30,10,https://polskielampy.pl/images//lampy/IdealLux/2018/mini/450px_138275_1.jpg,"IDEAL LUX to włoski producent lamp najwyższej jakości. Polecamy lampy IDEAL LUX wszystkim ceniącym sobie najwyższą jakość wykonania i najlepsze materiały. Tradycyjny włoski design w połączeniu z najnowszymi technologiami to główne cechy lamp IDEAL LUX. W ofercie lamp IDEAL LUX możemy znaleźć piękne lampy kryształowe, żyrandole klasyczne i abażurowe, lampy stołowe jak również serie oświetlenia ogrodowego: kinkiety, lampy wiszące, stojące oraz latarnie.",LAMPY WISZĄCE STYLOWE,118 cm,46 cm,Materiał:Drewno   Kolor:Brązowy   Trzonek:E27   Moc żarówkiL60W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Lampa wisząca DISCO SP1 NERO 114262 -Ideal Lux,114262/IL,1303.70,10,https://polskielampy.pl/images//lampy/IdealLux/2018/mini/450px_114262_1.jpg,"IDEAL LUX to włoski producent lamp najwyższej jakości. Polecamy lampy IDEAL LUX wszystkim ceniącym sobie najwyższą jakość wykonania i najlepsze materiały. Tradycyjny włoski design w połączeniu z najnowszymi technologiami to główne cechy lamp IDEAL LUX. W ofercie lamp IDEAL LUX możemy znaleźć piękne lampy kryształowe, żyrandole klasyczne i abażurowe, lampy stołowe jak również serie oświetlenia ogrodowego: kinkiety, lampy wiszące, stojące oraz latarnie.",LAMPY WISZĄCE STYLOWE,118 cm,46 cm,Materiał:Metal   Kolor:Czarny   Trzonek:E27   Moc żarówkiL60W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Lampa wisząca DUST SP12 114361 -Ideal Lux,114361/IL,3336.60,10,https://polskielampy.pl/images//lampy/IdealLux/2018/mini/450px_114361_1.jpg,"IDEAL LUX to włoski producent lamp najwyższej jakości. Polecamy lampy IDEAL LUX wszystkim ceniącym sobie najwyższą jakość wykonania i najlepsze materiały. Tradycyjny włoski design w połączeniu z najnowszymi technologiami to główne cechy lamp IDEAL LUX. W ofercie lamp IDEAL LUX możemy znaleźć piękne lampy kryształowe, żyrandole klasyczne i abażurowe, lampy stołowe jak również serie oświetlenia ogrodowego: kinkiety, lampy wiszące, stojące oraz latarnie.",LAMPY WISZĄCE STYLOWE,200 cm,62 cm,Materiał:Metal   Kolor:Srebrny   Trzonek:G9   Moc żarówkiL40W   Napięcie zasilaniaL230V   Ilość żarówekL12 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
