name,catalognumber,price,inInventory,picture,description,category,Wysokość,Szerokość,Specyfikacja
Oprawa szynowa SMILE 15W CRI80 24° 4000K BIANCO 189611 -Ideal Lux,189611/IL,605.50,10,https://polskielampy.pl/images//lampy/IdealLux/2018/mini/450px_189611_1.jpg,"IDEAL LUX to włoski producent lamp najwyższej jakości. Polecamy lampy IDEAL LUX wszystkim ceniącym sobie najwyższą jakość wykonania i najlepsze materiały. Tradycyjny włoski design w połączeniu z najnowszymi technologiami to główne cechy lamp IDEAL LUX. W ofercie lamp IDEAL LUX możemy znaleźć piękne lampy kryształowe, żyrandole klasyczne i abażurowe, lampy stołowe jak również serie oświetlenia ogrodowego: kinkiety, lampy wiszące, stojące oraz latarnie.",LAMPY SZYNOWE,"26,5 cm",9 cm,Materiał:Metal   Kolor:Biały   Trzonek:Moduł LED   Moc żarówkiL15W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Oprawa szynowa SMILE 15W CRI80 24° 4000K NERO 189628 -Ideal Lux,189628/IL,605.50,10,https://polskielampy.pl/images//lampy/IdealLux/2018/mini/450px_189628_1.jpg,"IDEAL LUX to włoski producent lamp najwyższej jakości. Polecamy lampy IDEAL LUX wszystkim ceniącym sobie najwyższą jakość wykonania i najlepsze materiały. Tradycyjny włoski design w połączeniu z najnowszymi technologiami to główne cechy lamp IDEAL LUX. W ofercie lamp IDEAL LUX możemy znaleźć piękne lampy kryształowe, żyrandole klasyczne i abażurowe, lampy stołowe jak również serie oświetlenia ogrodowego: kinkiety, lampy wiszące, stojące oraz latarnie.",LAMPY SZYNOWE,"26,5 cm",9 cm,Materiał:Metal   Kolor:Czarny   Trzonek:Moduł LED   Moc żarówkiL15W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Oprawa szynowa SMILE 15W CRI80 36° 3000K BIANCO 189758 -Ideal Lux,189758/IL,605.50,10,https://polskielampy.pl/images//lampy/IdealLux/2018/mini/450px_189758_1.jpg,"IDEAL LUX to włoski producent lamp najwyższej jakości. Polecamy lampy IDEAL LUX wszystkim ceniącym sobie najwyższą jakość wykonania i najlepsze materiały. Tradycyjny włoski design w połączeniu z najnowszymi technologiami to główne cechy lamp IDEAL LUX. W ofercie lamp IDEAL LUX możemy znaleźć piękne lampy kryształowe, żyrandole klasyczne i abażurowe, lampy stołowe jak również serie oświetlenia ogrodowego: kinkiety, lampy wiszące, stojące oraz latarnie.",LAMPY SZYNOWE,"26,5 cm",9 cm,Materiał:Metal   Kolor:Biały   Trzonek:Moduł LED   Moc żarówkiL15W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Oprawa szynowa SMILE 15W CRI80 36° 3000K NERO 189765 -Ideal Lux,189765/IL,605.50,10,https://polskielampy.pl/images//lampy/IdealLux/2018/mini/450px_189765_1.jpg,"IDEAL LUX to włoski producent lamp najwyższej jakości. Polecamy lampy IDEAL LUX wszystkim ceniącym sobie najwyższą jakość wykonania i najlepsze materiały. Tradycyjny włoski design w połączeniu z najnowszymi technologiami to główne cechy lamp IDEAL LUX. W ofercie lamp IDEAL LUX możemy znaleźć piękne lampy kryształowe, żyrandole klasyczne i abażurowe, lampy stołowe jak również serie oświetlenia ogrodowego: kinkiety, lampy wiszące, stojące oraz latarnie.",LAMPY SZYNOWE,"26,5 cm",9 cm,Materiał:Metal   Kolor:Czarny   Trzonek:Moduł LED   Moc żarówkiL15W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Oprawa szynowa SMILE 15W CRI80 36° 4000K BIANCO 189796 -Ideal Lux,189796/IL,605.50,10,https://polskielampy.pl/images//lampy/IdealLux/2018/mini/450px_189796_1.jpg,"IDEAL LUX to włoski producent lamp najwyższej jakości. Polecamy lampy IDEAL LUX wszystkim ceniącym sobie najwyższą jakość wykonania i najlepsze materiały. Tradycyjny włoski design w połączeniu z najnowszymi technologiami to główne cechy lamp IDEAL LUX. W ofercie lamp IDEAL LUX możemy znaleźć piękne lampy kryształowe, żyrandole klasyczne i abażurowe, lampy stołowe jak również serie oświetlenia ogrodowego: kinkiety, lampy wiszące, stojące oraz latarnie.",LAMPY SZYNOWE,"26,5 cm",9 cm,Materiał:Metal   Kolor:Biały   Trzonek:Moduł LED   Moc żarówkiL15W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Oprawa szynowa SMILE 15W CRI80 36° 4000K NERO 189802 -Ideal Lux,189802/IL,605.50,10,https://polskielampy.pl/images//lampy/IdealLux/2018/mini/450px_189802_1.jpg,"IDEAL LUX to włoski producent lamp najwyższej jakości. Polecamy lampy IDEAL LUX wszystkim ceniącym sobie najwyższą jakość wykonania i najlepsze materiały. Tradycyjny włoski design w połączeniu z najnowszymi technologiami to główne cechy lamp IDEAL LUX. W ofercie lamp IDEAL LUX możemy znaleźć piękne lampy kryształowe, żyrandole klasyczne i abażurowe, lampy stołowe jak również serie oświetlenia ogrodowego: kinkiety, lampy wiszące, stojące oraz latarnie.",LAMPY SZYNOWE,"26,5 cm",9 cm,Materiał:Metal   Kolor:Czarny   Trzonek:Moduł LED   Moc żarówkiL15W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Oprawa szynowa SMILE 15W CRI80 50° 3000K BIANCO 189932 -Ideal Lux,189932/IL,605.50,10,https://polskielampy.pl/images//lampy/IdealLux/2018/mini/450px_189932_1.jpg,"IDEAL LUX to włoski producent lamp najwyższej jakości. Polecamy lampy IDEAL LUX wszystkim ceniącym sobie najwyższą jakość wykonania i najlepsze materiały. Tradycyjny włoski design w połączeniu z najnowszymi technologiami to główne cechy lamp IDEAL LUX. W ofercie lamp IDEAL LUX możemy znaleźć piękne lampy kryształowe, żyrandole klasyczne i abażurowe, lampy stołowe jak również serie oświetlenia ogrodowego: kinkiety, lampy wiszące, stojące oraz latarnie.",LAMPY SZYNOWE,"26,5 cm",9 cm,Materiał:Metal   Kolor:Biały   Trzonek:Moduł LED   Moc żarówkiL15W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Oprawa szynowa SMILE 15W CRI80 50° 3000K NERO 189949 -Ideal Lux,189949/IL,605.50,10,https://polskielampy.pl/images//lampy/IdealLux/2018/mini/450px_189949_1.jpg,"IDEAL LUX to włoski producent lamp najwyższej jakości. Polecamy lampy IDEAL LUX wszystkim ceniącym sobie najwyższą jakość wykonania i najlepsze materiały. Tradycyjny włoski design w połączeniu z najnowszymi technologiami to główne cechy lamp IDEAL LUX. W ofercie lamp IDEAL LUX możemy znaleźć piękne lampy kryształowe, żyrandole klasyczne i abażurowe, lampy stołowe jak również serie oświetlenia ogrodowego: kinkiety, lampy wiszące, stojące oraz latarnie.",LAMPY SZYNOWE,"26,5 cm",9 cm,Materiał:Metal   Kolor:Czarny   Trzonek:Moduł LED   Moc żarówkiL15W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Oprawa szynowa SMILE 15W CRI80 50° 4000K BIANCO 189956 -Ideal Lux,189956/IL,605.50,10,https://polskielampy.pl/images//lampy/IdealLux/2018/mini/450px_189956_1.jpg,"IDEAL LUX to włoski producent lamp najwyższej jakości. Polecamy lampy IDEAL LUX wszystkim ceniącym sobie najwyższą jakość wykonania i najlepsze materiały. Tradycyjny włoski design w połączeniu z najnowszymi technologiami to główne cechy lamp IDEAL LUX. W ofercie lamp IDEAL LUX możemy znaleźć piękne lampy kryształowe, żyrandole klasyczne i abażurowe, lampy stołowe jak również serie oświetlenia ogrodowego: kinkiety, lampy wiszące, stojące oraz latarnie.",LAMPY SZYNOWE,"26,5 cm",9 cm,Materiał:Metal   Kolor:Biały   Trzonek:Moduł LED   Moc żarówkiL15W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Oprawa szynowa SMILE 15W CRI80 50° 4000K NERO 189963 -Ideal Lux,189963/IL,605.50,10,https://polskielampy.pl/images//lampy/IdealLux/2018/mini/450px_189963_1.jpg,"IDEAL LUX to włoski producent lamp najwyższej jakości. Polecamy lampy IDEAL LUX wszystkim ceniącym sobie najwyższą jakość wykonania i najlepsze materiały. Tradycyjny włoski design w połączeniu z najnowszymi technologiami to główne cechy lamp IDEAL LUX. W ofercie lamp IDEAL LUX możemy znaleźć piękne lampy kryształowe, żyrandole klasyczne i abażurowe, lampy stołowe jak również serie oświetlenia ogrodowego: kinkiety, lampy wiszące, stojące oraz latarnie.",LAMPY SZYNOWE,"26,5 cm",9 cm,Materiał:Metal   Kolor:Czarny   Trzonek:Moduł LED   Moc żarówkiL15W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Oprawa szynowa SMILE 15W CRI90 24° 3000K BIANCO 189598 -Ideal Lux,189598/IL,605.50,10,https://polskielampy.pl/images//lampy/IdealLux/2018/mini/450px_189598_1.jpg,"IDEAL LUX to włoski producent lamp najwyższej jakości. Polecamy lampy IDEAL LUX wszystkim ceniącym sobie najwyższą jakość wykonania i najlepsze materiały. Tradycyjny włoski design w połączeniu z najnowszymi technologiami to główne cechy lamp IDEAL LUX. W ofercie lamp IDEAL LUX możemy znaleźć piękne lampy kryształowe, żyrandole klasyczne i abażurowe, lampy stołowe jak również serie oświetlenia ogrodowego: kinkiety, lampy wiszące, stojące oraz latarnie.",LAMPY SZYNOWE,"26,5 cm",9 cm,Materiał:Metal   Kolor:Biały   Trzonek:Moduł LED   Moc żarówkiL15W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Oprawa szynowa SMILE 15W CRI90 24° 3000K NERO 189604 -Ideal Lux,189604/IL,605.50,10,https://polskielampy.pl/images//lampy/IdealLux/2018/mini/450px_189604_1.jpg,"IDEAL LUX to włoski producent lamp najwyższej jakości. Polecamy lampy IDEAL LUX wszystkim ceniącym sobie najwyższą jakość wykonania i najlepsze materiały. Tradycyjny włoski design w połączeniu z najnowszymi technologiami to główne cechy lamp IDEAL LUX. W ofercie lamp IDEAL LUX możemy znaleźć piękne lampy kryształowe, żyrandole klasyczne i abażurowe, lampy stołowe jak również serie oświetlenia ogrodowego: kinkiety, lampy wiszące, stojące oraz latarnie.",LAMPY SZYNOWE,"26,5 cm",9 cm,Materiał:Metal   Kolor:Czarny   Trzonek:Moduł LED   Moc żarówkiL15W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Oprawa szynowa SMILE 15W CRI90 36° 3000K BIANCO 189772 -Ideal Lux,189772/IL,605.50,10,https://polskielampy.pl/images//lampy/IdealLux/2018/mini/450px_189772_1.jpg,"IDEAL LUX to włoski producent lamp najwyższej jakości. Polecamy lampy IDEAL LUX wszystkim ceniącym sobie najwyższą jakość wykonania i najlepsze materiały. Tradycyjny włoski design w połączeniu z najnowszymi technologiami to główne cechy lamp IDEAL LUX. W ofercie lamp IDEAL LUX możemy znaleźć piękne lampy kryształowe, żyrandole klasyczne i abażurowe, lampy stołowe jak również serie oświetlenia ogrodowego: kinkiety, lampy wiszące, stojące oraz latarnie.",LAMPY SZYNOWE,"26,5 cm",9 cm,Materiał:Metal   Kolor:Biały   Trzonek:Moduł LED   Moc żarówkiL15W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Oprawa szynowa SMILE 15W CRI90 36° 3000K NERO 189789 -Ideal Lux,189789/IL,605.50,10,https://polskielampy.pl/images//lampy/IdealLux/2018/mini/450px_189789_1.jpg,"IDEAL LUX to włoski producent lamp najwyższej jakości. Polecamy lampy IDEAL LUX wszystkim ceniącym sobie najwyższą jakość wykonania i najlepsze materiały. Tradycyjny włoski design w połączeniu z najnowszymi technologiami to główne cechy lamp IDEAL LUX. W ofercie lamp IDEAL LUX możemy znaleźć piękne lampy kryształowe, żyrandole klasyczne i abażurowe, lampy stołowe jak również serie oświetlenia ogrodowego: kinkiety, lampy wiszące, stojące oraz latarnie.",LAMPY SZYNOWE,"26,5 cm",9 cm,Materiał:Metal   Kolor:Czarny   Trzonek:Moduł LED   Moc żarówkiL15W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Oprawa szynowa SMILE 15W CRI90 50° 3000K BIANCO 189970 -Ideal Lux,189970/IL,605.50,10,https://polskielampy.pl/images//lampy/IdealLux/2018/mini/450px_189970_1.jpg,"IDEAL LUX to włoski producent lamp najwyższej jakości. Polecamy lampy IDEAL LUX wszystkim ceniącym sobie najwyższą jakość wykonania i najlepsze materiały. Tradycyjny włoski design w połączeniu z najnowszymi technologiami to główne cechy lamp IDEAL LUX. W ofercie lamp IDEAL LUX możemy znaleźć piękne lampy kryształowe, żyrandole klasyczne i abażurowe, lampy stołowe jak również serie oświetlenia ogrodowego: kinkiety, lampy wiszące, stojące oraz latarnie.",LAMPY SZYNOWE,"26,5 cm",9 cm,Materiał:Metal   Kolor:Biały   Trzonek:Moduł LED   Moc żarówkiL15W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Oprawa szynowa SMILE 15W CRI90 50° 3000K NERO 189987 -Ideal Lux,189987/IL,605.50,10,https://polskielampy.pl/images//lampy/IdealLux/2018/mini/450px_189987_1.jpg,"IDEAL LUX to włoski producent lamp najwyższej jakości. Polecamy lampy IDEAL LUX wszystkim ceniącym sobie najwyższą jakość wykonania i najlepsze materiały. Tradycyjny włoski design w połączeniu z najnowszymi technologiami to główne cechy lamp IDEAL LUX. W ofercie lamp IDEAL LUX możemy znaleźć piękne lampy kryształowe, żyrandole klasyczne i abażurowe, lampy stołowe jak również serie oświetlenia ogrodowego: kinkiety, lampy wiszące, stojące oraz latarnie.",LAMPY SZYNOWE,"26,5 cm",9 cm,Materiał:Metal   Kolor:Czarny   Trzonek:Moduł LED   Moc żarówkiL15W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Oprawa szynowa SMILE 20W CRI80 20° 3000K BIANCO 189635 -Ideal Lux,189635/IL,679.70,10,https://polskielampy.pl/images//lampy/IdealLux/2018/mini/450px_189635_1.jpg,"IDEAL LUX to włoski producent lamp najwyższej jakości. Polecamy lampy IDEAL LUX wszystkim ceniącym sobie najwyższą jakość wykonania i najlepsze materiały. Tradycyjny włoski design w połączeniu z najnowszymi technologiami to główne cechy lamp IDEAL LUX. W ofercie lamp IDEAL LUX możemy znaleźć piękne lampy kryształowe, żyrandole klasyczne i abażurowe, lampy stołowe jak również serie oświetlenia ogrodowego: kinkiety, lampy wiszące, stojące oraz latarnie.",LAMPY SZYNOWE,"26,5 cm",9 cm,Materiał:Metal   Kolor:Biały   Trzonek:Moduł LED   Moc żarówkiL20W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Oprawa szynowa SMILE 20W CRI80 20° 3000K NERO 189642 -Ideal Lux,189642/IL,679.70,10,https://polskielampy.pl/images//lampy/IdealLux/2018/mini/450px_189642_1.jpg,"IDEAL LUX to włoski producent lamp najwyższej jakości. Polecamy lampy IDEAL LUX wszystkim ceniącym sobie najwyższą jakość wykonania i najlepsze materiały. Tradycyjny włoski design w połączeniu z najnowszymi technologiami to główne cechy lamp IDEAL LUX. W ofercie lamp IDEAL LUX możemy znaleźć piękne lampy kryształowe, żyrandole klasyczne i abażurowe, lampy stołowe jak również serie oświetlenia ogrodowego: kinkiety, lampy wiszące, stojące oraz latarnie.",LAMPY SZYNOWE,"26,5 cm",9 cm,Materiał:Metal   Kolor:Czarny   Trzonek:Moduł LED   Moc żarówkiL20W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Oprawa szynowa SMILE 20W CRI80 20° 4000K BIANCO 189673 -Ideal Lux,189673/IL,679.70,10,https://polskielampy.pl/images//lampy/IdealLux/2018/mini/450px_189673_1.jpg,"IDEAL LUX to włoski producent lamp najwyższej jakości. Polecamy lampy IDEAL LUX wszystkim ceniącym sobie najwyższą jakość wykonania i najlepsze materiały. Tradycyjny włoski design w połączeniu z najnowszymi technologiami to główne cechy lamp IDEAL LUX. W ofercie lamp IDEAL LUX możemy znaleźć piękne lampy kryształowe, żyrandole klasyczne i abażurowe, lampy stołowe jak również serie oświetlenia ogrodowego: kinkiety, lampy wiszące, stojące oraz latarnie.",LAMPY SZYNOWE,"26,5 cm",9 cm,Materiał:Metal   Kolor:Biały   Trzonek:Moduł LED   Moc żarówkiL20W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Oprawa szynowa SMILE 20W CRI80 20° 4000K NERO 189680 -Ideal Lux,189680/IL,679.70,10,https://polskielampy.pl/images//lampy/IdealLux/2018/mini/450px_189680_1.jpg,"IDEAL LUX to włoski producent lamp najwyższej jakości. Polecamy lampy IDEAL LUX wszystkim ceniącym sobie najwyższą jakość wykonania i najlepsze materiały. Tradycyjny włoski design w połączeniu z najnowszymi technologiami to główne cechy lamp IDEAL LUX. W ofercie lamp IDEAL LUX możemy znaleźć piękne lampy kryształowe, żyrandole klasyczne i abażurowe, lampy stołowe jak również serie oświetlenia ogrodowego: kinkiety, lampy wiszące, stojące oraz latarnie.",LAMPY SZYNOWE,"26,5 cm",9 cm,Materiał:Metal   Kolor:Czarny   Trzonek:Moduł LED   Moc żarówkiL20W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Oprawa szynowa SMILE 20W CRI80 36° 3000K BIANCO 189819 -Ideal Lux,189819/IL,679.70,10,https://polskielampy.pl/images//lampy/IdealLux/2018/mini/450px_189819_1.jpg,"IDEAL LUX to włoski producent lamp najwyższej jakości. Polecamy lampy IDEAL LUX wszystkim ceniącym sobie najwyższą jakość wykonania i najlepsze materiały. Tradycyjny włoski design w połączeniu z najnowszymi technologiami to główne cechy lamp IDEAL LUX. W ofercie lamp IDEAL LUX możemy znaleźć piękne lampy kryształowe, żyrandole klasyczne i abażurowe, lampy stołowe jak również serie oświetlenia ogrodowego: kinkiety, lampy wiszące, stojące oraz latarnie.",LAMPY SZYNOWE,"26,5 cm",9 cm,Materiał:Metal   Kolor:Biały   Trzonek:Moduł LED   Moc żarówkiL20W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Oprawa szynowa SMILE 20W CRI80 36° 3000K NERO 189826 -Ideal Lux,189826/IL,679.70,10,https://polskielampy.pl/images//lampy/IdealLux/2018/mini/450px_189826_1.jpg,"IDEAL LUX to włoski producent lamp najwyższej jakości. Polecamy lampy IDEAL LUX wszystkim ceniącym sobie najwyższą jakość wykonania i najlepsze materiały. Tradycyjny włoski design w połączeniu z najnowszymi technologiami to główne cechy lamp IDEAL LUX. W ofercie lamp IDEAL LUX możemy znaleźć piękne lampy kryształowe, żyrandole klasyczne i abażurowe, lampy stołowe jak również serie oświetlenia ogrodowego: kinkiety, lampy wiszące, stojące oraz latarnie.",LAMPY SZYNOWE,"26,5 cm",9 cm,Materiał:Metal   Kolor:Czarny   Trzonek:Moduł LED   Moc żarówkiL20W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Oprawa szynowa SMILE 20W CRI80 36° 4000K BIANCO 189857 -Ideal Lux,189857/IL,679.70,10,https://polskielampy.pl/images//lampy/IdealLux/2018/mini/450px_189857_1.jpg,"IDEAL LUX to włoski producent lamp najwyższej jakości. Polecamy lampy IDEAL LUX wszystkim ceniącym sobie najwyższą jakość wykonania i najlepsze materiały. Tradycyjny włoski design w połączeniu z najnowszymi technologiami to główne cechy lamp IDEAL LUX. W ofercie lamp IDEAL LUX możemy znaleźć piękne lampy kryształowe, żyrandole klasyczne i abażurowe, lampy stołowe jak również serie oświetlenia ogrodowego: kinkiety, lampy wiszące, stojące oraz latarnie.",LAMPY SZYNOWE,"26,5 cm",9 cm,Materiał:Metal   Kolor:Biały   Trzonek:Moduł LED   Moc żarówkiL20W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Oprawa szynowa SMILE 20W CRI80 36° 4000K NERO 189864 -Ideal Lux,189864/IL,679.70,10,https://polskielampy.pl/images//lampy/IdealLux/2018/mini/450px_189864_1.jpg,"IDEAL LUX to włoski producent lamp najwyższej jakości. Polecamy lampy IDEAL LUX wszystkim ceniącym sobie najwyższą jakość wykonania i najlepsze materiały. Tradycyjny włoski design w połączeniu z najnowszymi technologiami to główne cechy lamp IDEAL LUX. W ofercie lamp IDEAL LUX możemy znaleźć piękne lampy kryształowe, żyrandole klasyczne i abażurowe, lampy stołowe jak również serie oświetlenia ogrodowego: kinkiety, lampy wiszące, stojące oraz latarnie.",LAMPY SZYNOWE,"26,5 cm",9 cm,Materiał:Metal   Kolor:Czarny   Trzonek:Moduł LED   Moc żarówkiL20W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Oprawa szynowa SMILE 20W CRI80 45° 3000K BIANCO 189994 -Ideal Lux,189994/IL,679.70,10,https://polskielampy.pl/images//lampy/IdealLux/2018/mini/450px_189994_1.jpg,"IDEAL LUX to włoski producent lamp najwyższej jakości. Polecamy lampy IDEAL LUX wszystkim ceniącym sobie najwyższą jakość wykonania i najlepsze materiały. Tradycyjny włoski design w połączeniu z najnowszymi technologiami to główne cechy lamp IDEAL LUX. W ofercie lamp IDEAL LUX możemy znaleźć piękne lampy kryształowe, żyrandole klasyczne i abażurowe, lampy stołowe jak również serie oświetlenia ogrodowego: kinkiety, lampy wiszące, stojące oraz latarnie.",LAMPY SZYNOWE,"26,5 cm",9 cm,Materiał:Metal   Kolor:Biały   Trzonek:Moduł LED   Moc żarówkiL20W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Oprawa szynowa SMILE 20W CRI80 45° 3000K NERO 190006 -Ideal Lux,190006/IL,679.70,10,https://polskielampy.pl/images//lampy/IdealLux/2018/mini/450px_190006_1.jpg,"IDEAL LUX to włoski producent lamp najwyższej jakości. Polecamy lampy IDEAL LUX wszystkim ceniącym sobie najwyższą jakość wykonania i najlepsze materiały. Tradycyjny włoski design w połączeniu z najnowszymi technologiami to główne cechy lamp IDEAL LUX. W ofercie lamp IDEAL LUX możemy znaleźć piękne lampy kryształowe, żyrandole klasyczne i abażurowe, lampy stołowe jak również serie oświetlenia ogrodowego: kinkiety, lampy wiszące, stojące oraz latarnie.",LAMPY SZYNOWE,"26,5 cm",9 cm,Materiał:Metal   Kolor:Czarny   Trzonek:Moduł LED   Moc żarówkiL20W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Oprawa szynowa SMILE 20W CRI80 45° 4000K BIANCO 190013 -Ideal Lux,190013/IL,679.70,10,https://polskielampy.pl/images//lampy/IdealLux/2018/mini/450px_190013_1.jpg,"IDEAL LUX to włoski producent lamp najwyższej jakości. Polecamy lampy IDEAL LUX wszystkim ceniącym sobie najwyższą jakość wykonania i najlepsze materiały. Tradycyjny włoski design w połączeniu z najnowszymi technologiami to główne cechy lamp IDEAL LUX. W ofercie lamp IDEAL LUX możemy znaleźć piękne lampy kryształowe, żyrandole klasyczne i abażurowe, lampy stołowe jak również serie oświetlenia ogrodowego: kinkiety, lampy wiszące, stojące oraz latarnie.",LAMPY SZYNOWE,"26,5 cm",9 cm,Materiał:Metal   Kolor:Biały   Trzonek:Moduł LED   Moc żarówkiL20W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Oprawa szynowa SMILE 20W CRI80 45° 4000K NERO 190020 -Ideal Lux,190020/IL,679.70,10,https://polskielampy.pl/images//lampy/IdealLux/2018/mini/450px_190020_1.jpg,"IDEAL LUX to włoski producent lamp najwyższej jakości. Polecamy lampy IDEAL LUX wszystkim ceniącym sobie najwyższą jakość wykonania i najlepsze materiały. Tradycyjny włoski design w połączeniu z najnowszymi technologiami to główne cechy lamp IDEAL LUX. W ofercie lamp IDEAL LUX możemy znaleźć piękne lampy kryształowe, żyrandole klasyczne i abażurowe, lampy stołowe jak również serie oświetlenia ogrodowego: kinkiety, lampy wiszące, stojące oraz latarnie.",LAMPY SZYNOWE,"26,5 cm",9 cm,Materiał:Metal   Kolor:Czarny   Trzonek:Moduł LED   Moc żarówkiL20W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Lampa wisząca SIRIUS 90 CH AZ2114+AZ2116 - Azzardo,DEL-6612-90-CH,1638.00,10,https://polskielampy.pl/images/!!!!!!!AZZARDO/UZUPELNIENIE/mini/450px_sirius-90-chrome.jpg,"Lampa zwisająca oświetleniowa - wiszącaSirius 90ChromAZ2114+AZ2116. Seria Sirius  należy do produktów z kategorii Decorative. Jest to inspiracja na lampę nietuzinkową i oryginalną. To lampa dla tych, którzy lubią we wnętrzach oryginalne rozwiązania. LampaAzzardo Siriusto doskonały designerski styl oświetlenia który sprawi, że lampa oprócz funkcji mocnego światła do salonu stanowi również bogaty walor dekoracyjny oraz aranżacyjny dla  naszego wnętrza. Lampa wpisuję się w trendy stylu nowojorskiego oraz Hi-Tech, ciekawie sprawdzi się również w aranżacjach loftowych. Doskonała inspiracja na lampę wiszącą do salonu. Lampa została wykonana z solidnych materiałów, występuje w kilku rozmiarach oraz w kolorach chrom oraz miedzianym ( Cooper ) Lampa posiada 12 gniazd na żarówkę G9 oraz ma możliwość regulacji wysokości.",LAMPY WISZĄCE DESIGNERSKIE,236 cm,90 cm,Materiał:Metal   Kolor:Chrom   Trzonek:G9   Moc żarówkiL40W   Napięcie zasilaniaL230V   Ilość żarówekL12 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
